"CLIENTNUM";"Attrition_Flag";"Customer_Age";"Gender";"Dependent_count";"Education_Level";"Marital_Status";"Income_Category";"Card_Category";"Months_on_book";"Total_Relationship_Count";"Months_Inactive_12_mon";"Contacts_Count_12_mon";"Credit_Limit";"Total_Revolving_Bal";"Trans_Amt_Oct12";"Trans_Amt_Nov12";"Trans_Amt_Dec12";"Trans_Amt_Jan13";"Trans_Amt_Feb13";"Trans_Amt_Mar13";"Trans_Count_Oct12";"Trans_Count_Nov12";"Trans_Count_Dec12";"Trans_Count_Jan13";"Trans_Count_Feb13";"Trans_Count_Mar13"
710036508;0;42;"M";5;"Uneducated";"Married";"$40K - $60K";"Blue";34;5;3;2;14281;1519;293;403;231;199;0;38;11;8;4;10;0;2
717776808;0;47;"F";4;"Graduate";"Single";"Less than $40K";"Blue";39;3;2;3;7353;1450;329;279;545;271;326;255;9;10;18;6;3;8
714906033;0;47;"F";2;"Graduate";"Single";"Less than $40K";"Blue";36;6;2;2;5145;0;322;338;278;277;253;120;9;3;6;9;6;2
714273708;0;53;"F";4;"Graduate";"Married";"$40K - $60K";"Blue";36;3;2;3;4753;2472;309;373;304;338;611;307;11;14;2;10;7;5
721117533;0;46;"F";3;"Graduate";"Single";"Less than $40K";"Blue";26;3;3;3;2171;1418;279;242;419;225;84;166;9;6;17;8;2;3
715374558;0;26;"M";0;"College";"Divorced";"Less than $40K";"Blue";36;5;2;3;4150;456;297;470;401;501;526;288;17;13;18;12;7;7
824807658;0;45;"M";3;"Graduate";"Married";"$60K - $80K";"Blue";41;6;3;3;9106;2477;343;261;214;153;95;173;5;7;7;8;2;4
714940608;0;36;"M";2;"High School";"Divorced";"$40K - $60K";"Blue";36;3;3;2;2686;1733;297;598;311;283;208;360;15;12;4;9;9;4
824782008;0;42;"M";3;"High School";"Unknown";"$60K - $80K";"Blue";38;5;1;2;10239;510;292;425;197;155;68;91;7;5;5;7;1;1
717561108;0;52;"M";1;"Graduate";"Married";"$80K - $120K";"Blue";36;4;3;2;30728.35;549;331;369;215;193;289;232;7;9;2;6;1;7
717127083;0;37;"M";3;"Graduate";"Married";"$120K +";"Blue";25;3;3;0;15017;1733;338;399;533;308;307;191;9;12;18;11;4;4
772460508;0;53;"M";1;"Uneducated";"Married";"$40K - $60K";"Blue";43;3;1;2;4426;1530;290;220;301;201;141;78;9;14;5;2;2;2
720484908;0;65;"F";1;"Post-Graduate";"Married";"$40K - $60K";"Blue";52;5;3;3;2155;0;331;251;101;318;469;185;9;1;2;7;4;4
771237933;0;47;"M";1;"Uneducated";"Unknown";"$80K - $120K";"Blue";34;4;1;3;20620;1085;313;142;194;544;96;188;6;3;6;4;1;3
794664183;0;38;"M";0;"Uneducated";"Married";"$60K - $80K";"Blue";19;3;1;3;3238;2146;285;228;384;226;185;193;9;8;10;8;6;4
797488158;0;52;"M";2;"High School";"Married";"$60K - $80K";"Blue";46;5;3;0;14316;1081;301;394;91;120;178;229;12;9;1;6;2;6
708543258;0;36;"M";3;"High School";"Married";"$80K - $120K";"Blue";36;5;3;2;2607;1880;286;325;219;288;197;730;8;7;5;7;5;7
778706508;0;43;"M";4;"College";"Married";"$60K - $80K";"Blue";24;3;5;4;6231;0;314;226;165;242;268;233;9;3;4;8;2;4
712240083;1;38;"F";3;"Unknown";"Single";"Less than $40K";"Blue";30;6;2;2;3730;3071.48;166;98;199;130;159;106;5;3;7;1;4;2
713650683;0;65;"F";0;"Graduate";"Married";"Less than $40K";"Blue";56;4;1;4;3094;2266;309;273;341;257;246;165;9;10;9;7;0;2
772532208;1;51;"F";2;"Doctorate";"Married";"Less than $40K";"Blue";41;2;2;3;6630;916;166;112;159;161;71;173;3;4;9;4;3;1
778929783;1;40;"M";3;"Graduate";"Divorced";"$80K - $120K";"Blue";22;2;2;3;1925;0;166;174;127;125;80;109;8;3;5;3;4;5
714244383;0;39;"M";3;"College";"Unknown";"$80K - $120K";"Blue";36;4;2;3;30728.35;1692;297;315;70;236;230;381;8;7;1;5;5;4
718797558;0;39;"F";1;"Graduate";"Married";"Unknown";"Blue";30;3;2;3;2917;1357;312;424;198;193;286;1009;10;17;5;3;2;9
712821333;0;60;"M";0;"Uneducated";"Married";"$60K - $80K";"Blue";47;3;3;3;9452;2597;289;433;333;172;339;259;13;12;6;10;4;5
721120008;0;43;"F";2;"Uneducated";"Single";"$40K - $60K";"Blue";29;6;3;2;2162;1377;325;319;328;106;303;174;8;4;5;1;7;4
709633533;0;31;"M";2;"Uneducated";"Married";"Less than $40K";"Blue";18;3;2;4;1412.15;0;292;276;521;280;504;916;12;3;9;9;8;9
710789058;0;55;"M";1;"Graduate";"Single";"$120K +";"Blue";42;4;2;3;30728.35;1478;315;214;136;149;324;170;10;8;11;7;2;3
716174433;0;65;"F";1;"College";"Married";"Less than $40K";"Blue";54;3;3;3;2888;1134;339;303;362;371;910;204;10;15;6;9;7;7
789886533;0;54;"F";1;"High School";"Married";"Less than $40K";"Blue";44;3;3;3;3947;1746;290;341;120;175;132;52;8;5;2;5;0;1
715210308;0;40;"F";1;"High School";"Married";"Unknown";"Blue";31;3;3;4;15970;1212;314;232;271;125;234;84;7;4;10;5;5;1
721038408;0;38;"F";2;"High School";"Married";"Less than $40K";"Blue";27;4;1;2;1830;0;288;357;358;298;185;255;9;2;15;8;5;4
713325108;0;36;"M";2;"Post-Graduate";"Married";"$60K - $80K";"Blue";29;5;3;3;7712;2798;335;337;429;233;297;214;10;2;11;7;3;7
720352533;0;43;"M";3;"High School";"Unknown";"$60K - $80K";"Blue";36;5;3;3;20811;1425;291;289;493;217;85;108;9;5;11;9;1;3
708431433;0;41;"M";3;"Graduate";"Married";"$120K +";"Blue";31;3;3;2;11789;1420;294;303;285;136;303;142;7;4;8;7;0;6
716996583;0;50;"M";3;"High School";"Divorced";"$120K +";"Blue";37;3;1;2;3073;1792;304;192;330;380;260;268;11;2;3;10;6;3
718699683;0;48;"M";3;"College";"Married";"$80K - $120K";"Silver";36;6;2;2;30728.35;0;345;302;378;305;231;172;10;9;14;11;6;4
771359958;0;39;"M";4;"Unknown";"Single";"$120K +";"Silver";26;6;2;2;30728.35;2713;335;197;363;248;291;255;8;9;3;9;4;9
716604633;0;55;"F";2;"Post-Graduate";"Married";"$40K - $60K";"Blue";46;6;2;2;6725;2025;348;305;510;267;315;120;13;6;11;11;4;8
813952233;0;44;"M";3;"Graduate";"Unknown";"Less than $40K";"Blue";39;5;2;4;2978;2134;315;384;196;223;185;110;8;16;9;4;4;5
713053383;1;42;"M";3;"Graduate";"Married";"$80K - $120K";"Blue";36;1;1;3;30728.35;781;168;145;160;129;86;165;1;7;3;0;0;1
709979583;0;54;"M";3;"Graduate";"Married";"$120K +";"Blue";46;3;1;3;30728.35;854;341;263;433;295;524;143;11;9;10;9;9;6
709380333;0;57;"M";1;"Uneducated";"Married";"$120K +";"Blue";36;6;2;3;24545;1735;289;295;420;182;235;250;7;6;17;4;4;7
778574283;0;53;"F";1;"Uneducated";"Married";"$40K - $60K";"Blue";46;5;2;3;1412.15;0;339;410;466;282;355;266;14;17;13;8;5;7
789875883;0;41;"F";4;"Uneducated";"Single";"Less than $40K";"Blue";31;5;1;2;2490;627;333;369;332;115;147;95;11;17;5;4;4;4
714661233;0;39;"M";1;"Graduate";"Single";"$120K +";"Blue";24;6;2;4;10074;2681;323;284;370;302;184;266;17;4;6;9;9;7
813915933;0;45;"M";2;"Graduate";"Divorced";"$40K - $60K";"Blue";40;3;3;2;2259;954;287;317;218;157;91;323;8;9;2;7;4;5
708358683;0;46;"M";2;"Graduate";"Married";"$80K - $120K";"Silver";35;6;3;2;30728.35;1236;326;338;411;177;206;207;9;4;11;8;6;2
824761458;0;54;"M";2;"High School";"Married";"$80K - $120K";"Blue";50;4;2;3;9519;1936;285;470;535;376;519;304;14;8;9;13;11;7
715362183;0;40;"F";4;"Graduate";"Married";"Unknown";"Blue";36;3;1;2;3706;1043;305;340;575;255;90;123;5;3;16;5;4;5
721194858;0;48;"M";4;"Graduate";"Unknown";"$80K - $120K";"Blue";40;6;2;2;4438;2472;329;226;466;359;92;253;16;8;13;14;4;5
803595858;1;56;"F";3;"High School";"Married";"$40K - $60K";"Blue";51;5;2;1;1412.15;0;168;96;108;147;21;54;3;1;5;2;0;3
716198358;0;33;"F";4;"Post-Graduate";"Married";"$40K - $60K";"Blue";36;4;2;3;2372;1887;327;390;312;418;129;276;6;16;12;10;4;7
714173808;0;44;"F";4;"Graduate";"Single";"Less than $40K";"Blue";34;5;1;2;4214;1249;301;260;340;292;57;139;12;4;7;6;1;4
709465758;0;62;"F";1;"Post-Graduate";"Married";"Less than $40K";"Blue";53;3;1;3;1412.15;0;298;218;15;168;165;38;12;10;0;5;2;2
714081558;0;33;"F";0;"Graduate";"Married";"Unknown";"Blue";36;4;2;4;2613;1599;327;292;174;158;245;191;9;5;4;7;2;4
717364458;0;36;"F";3;"High School";"Married";"Less than $40K";"Blue";26;6;1;4;4331;1445;343;324;325;149;282;630;7;3;2;7;3;11
778755858;0;46;"M";3;"Graduate";"Unknown";"$80K - $120K";"Blue";27;5;1;3;3665;1725;340;379;539;267;133;223;11;12;11;9;8;4
710754933;1;61;"F";0;"Graduate";"Married";"Less than $40K";"Blue";49;6;2;3;1412.15;0;169;116;148;123;174;110;5;3;3;3;3;3
720007383;1;41;"F";2;"Unknown";"Single";"Unknown";"Blue";28;2;1;3;4411;3071.48;169;98;137;164;93;142;2;1;5;4;3;0
810220833;0;42;"M";4;"Graduate";"Unknown";"$40K - $60K";"Silver";37;3;6;2;15871;2086;338;181;376;305;142;220;9;2;11;13;2;6
718362783;1;35;"M";2;"Graduate";"Married";"$80K - $120K";"Blue";27;3;2;3;12643;0;169;152;244;117;20;85;4;3;11;3;0;0
708267858;0;65;"F";0;"High School";"Married";"$40K - $60K";"Blue";36;5;2;3;6088;2145;296;305;284;247;671;295;18;6;6;10;4;8
708856983;1;36;"M";3;"Post-Graduate";"Married";"$120K +";"Blue";27;2;1;2;13873;0;169;140;254;87;37;7;1;3;10;3;1;0
715588908;0;42;"F";4;"Graduate";"Single";"Less than $40K";"Blue";32;3;2;3;6158;0;289;357;653;565;717;551;13;10;14;10;8;11
772674933;0;51;"M";1;"Uneducated";"Married";"$80K - $120K";"Blue";41;5;3;3;5638;808;312;346;485;336;279;278;15;4;12;13;4;2
720148983;0;54;"F";1;"Uneducated";"Married";"Less than $40K";"Blue";40;5;2;4;2178;1144;286;189;192;156;664;237;9;7;7;9;8;7
720650208;0;40;"F";3;"College";"Unknown";"$40K - $60K";"Blue";22;3;3;3;12588;2005;341;258;183;215;349;215;9;3;1;7;4;2
769732233;0;40;"M";5;"Graduate";"Married";"$80K - $120K";"Blue";34;6;2;4;11942;1651;313;169;197;66;183;157;12;3;9;0;3;2
713030958;0;57;"F";2;"College";"Married";"Less than $40K";"Blue";44;6;3;2;3914;0;300;556;433;306;181;188;6;11;13;9;8;7
711320508;0;57;"M";4;"Graduate";"Married";"$80K - $120K";"Blue";49;4;2;4;3038;1410;316;314;442;166;133;391;10;4;6;8;2;4
795795408;0;53;"M";2;"Uneducated";"Married";"$40K - $60K";"Blue";47;3;1;3;5579;1423;326;356;325;193;177;137;9;9;4;9;7;9
717904383;0;40;"M";2;"Graduate";"Married";"$80K - $120K";"Blue";31;5;1;2;18693;2052;336;245;430;163;232;110;7;3;17;9;6;2
714115533;0;28;"M";0;"Graduate";"Married";"Less than $40K";"Blue";18;5;1;3;2943;1789;308;279;554;222;251;977;12;2;15;11;5;10
712475733;0;38;"F";3;"High School";"Married";"Less than $40K";"Blue";28;4;2;3;2435;1888;290;373;298;297;288;301;9;7;7;7;4;5
718996758;0;37;"F";2;"Graduate";"Married";"Less than $40K";"Blue";30;5;2;2;2077;1392;324;190;124;334;395;262;9;3;4;8;5;7
713049933;0;65;"F";1;"High School";"Married";"Unknown";"Blue";36;5;2;2;5756;0;303;415;330;225;686;185;12;8;7;9;4;4
709961958;1;58;"F";4;"High School";"Divorced";"Unknown";"Blue";45;4;1;1;21065;3071.48;170;118;288;195;143;146;6;9;9;3;2;3
718301508;0;41;"M";2;"High School";"Married";"$60K - $80K";"Blue";30;6;3;2;9428;1765;295;327;296;205;240;94;10;6;11;9;4;3
714831033;0;54;"M";5;"Graduate";"Married";"$80K - $120K";"Blue";47;4;1;3;6065;1728;311;171;304;122;121;85;9;2;5;7;2;2
710653158;0;39;"F";4;"Graduate";"Married";"Unknown";"Blue";21;6;1;4;5024;1613;319;401;375;353;236;241;7;13;4;7;2;7
721265883;0;26;"M";1;"Graduate";"Single";"Less than $40K";"Blue";13;3;3;2;2174;1514;353;625;584;460;306;182;7;13;14;4;2;4
715049583;0;60;"M";1;"Unknown";"Married";"$60K - $80K";"Blue";54;5;3;3;3398;2341;353;154;175;159;65;263;10;3;9;6;0;3
715394883;0;35;"F";2;"High School";"Married";"Unknown";"Blue";36;3;2;4;4319;1151;335;402;425;190;265;235;8;15;10;8;4;2
773448558;0;46;"M";3;"Graduate";"Divorced";"$80K - $120K";"Blue";40;6;3;3;3673;2292;296;439;33;220;98;171;8;14;0;7;2;3
717249783;0;47;"M";4;"Unknown";"Unknown";"$60K - $80K";"Blue";39;5;2;2;1815;740;327;219;363;355;270;397;12;10;17;11;5;12
708344358;0;53;"F";3;"High School";"Married";"Unknown";"Blue";45;5;1;3;2495;1354;291;310;207;182;107;214;10;8;3;4;2;4
712003083;0;55;"M";1;"Graduate";"Married";"$80K - $120K";"Blue";36;3;2;4;30728.35;2102;315;143;385;259;380;130;6;2;11;7;5;2
754282908;0;50;"F";1;"Post-Graduate";"Married";"Less than $40K";"Blue";43;3;1;3;3368;844;333;366;401;366;315;241;10;7;18;11;9;4
717412608;1;38;"F";2;"High School";"Married";"$40K - $60K";"Blue";28;3;2;2;7225;0;171;156;193;80;54;84;4;4;5;2;1;0
719412258;0;39;"F";3;"Graduate";"Single";"Less than $40K";"Blue";30;5;3;4;5202;815;344;242;153;408;119;292;12;9;6;11;2;8
788675658;0;39;"F";2;"Unknown";"Single";"Less than $40K";"Blue";29;6;2;4;1923;845;337;302;413;154;323;141;8;4;10;7;2;6
717683583;0;39;"M";3;"High School";"Single";"$60K - $80K";"Blue";36;4;2;3;6929;1691;295;286;324;143;232;108;5;4;5;8;5;0
820584408;0;49;"F";3;"Graduate";"Single";"Less than $40K";"Blue";44;3;3;2;4364;1507;300;266;113;284;213;216;11;3;2;14;4;4
719392833;0;45;"F";3;"Graduate";"Married";"Less than $40K";"Blue";38;3;3;2;2400;1613;313;328;164;143;163;200;8;7;9;4;4;2
718595583;0;55;"M";3;"Graduate";"Married";"$80K - $120K";"Blue";36;3;2;3;25878;1733;305;385;546;221;225;95;11;10;8;11;7;7
778508883;0;44;"M";5;"Graduate";"Married";"$120K +";"Blue";24;4;1;4;11876;1926;313;213;379;225;148;89;6;8;5;9;3;2
715511658;0;49;"F";5;"Post-Graduate";"Unknown";"$40K - $60K";"Blue";39;3;1;4;4568;0;300;336;87;462;114;132;9;6;1;7;2;2
711999783;0;41;"M";3;"Uneducated";"Married";"$80K - $120K";"Blue";31;4;2;2;4740;1348;324;288;343;167;22;262;7;2;6;4;0;4
753856008;0;49;"F";2;"Unknown";"Unknown";"$40K - $60K";"Blue";42;6;1;4;4949;1495;327;553;1128;665;618;306;12;13;13;9;8;9
789920883;0;45;"F";3;"Graduate";"Single";"Unknown";"Blue";36;3;3;4;11189;2640;306;135;532;646;837;503;11;3;12;11;12;9
788677533;0;44;"M";4;"Unknown";"Married";"$120K +";"Blue";31;4;3;4;30728.35;1197;333;318;304;343;183;113;14;3;3;13;4;6
716284308;0;65;"M";2;"Graduate";"Married";"Unknown";"Blue";55;3;2;2;6099;2175;304;222;308;208;166;111;9;10;3;5;4;3
712120608;1;35;"M";3;"College";"Married";"$80K - $120K";"Blue";27;3;2;3;3575;1884;172;146;304;129;79;31;3;1;2;3;6;0
715482483;0;26;"M";0;"High School";"Single";"Unknown";"Blue";36;5;2;3;3184;1421;331;577;408;247;362;328;9;19;13;6;8;4
720848733;0;38;"M";1;"High School";"Married";"$80K - $120K";"Blue";24;4;3;2;13363;1230;315;328;432;259;330;151;9;3;11;6;0;4
708480333;0;65;"M";0;"Unknown";"Single";"$40K - $60K";"Blue";36;5;2;3;2163;932;302;303;443;416;509;256;12;5;14;9;7;10
826723308;0;58;"M";3;"College";"Married";"$120K +";"Blue";54;5;1;4;3452;2088;328;242;0;133;179;126;10;5;0;0;4;2
801369258;0;47;"F";5;"Post-Graduate";"Married";"$40K - $60K";"Blue";41;6;2;2;4466;777;313;242;315;295;290;302;16;10;11;11;8;3
709584483;0;33;"F";3;"Graduate";"Married";"Less than $40K";"Blue";25;4;1;4;3030;2949;321;302;388;217;254;323;9;7;14;5;5;4
715708308;0;54;"F";3;"Doctorate";"Married";"$40K - $60K";"Blue";39;3;1;3;2112;1594;355;176;76;220;267;244;6;3;0;9;6;5
779707308;0;35;"F";1;"Graduate";"Married";"Less than $40K";"Blue";18;5;1;2;7583;1619;305;331;267;304;223;799;15;3;6;9;7;13
711688158;0;47;"M";5;"Graduate";"Single";"$120K +";"Blue";27;5;3;4;11760;2306;342;178;407;287;154;130;12;3;10;11;9;4
711848658;0;35;"M";3;"College";"Married";"$60K - $80K";"Blue";17;3;3;2;2259;1776;319;204;258;425;335;249;6;2;9;7;4;3
715855083;0;48;"M";4;"High School";"Married";"$80K - $120K";"Blue";36;6;2;4;19762;507;343;424;743;259;367;657;13;9;20;7;9;9
778971408;0;36;"M";4;"Doctorate";"Married";"$60K - $80K";"Blue";17;5;2;4;2803;1848;305;487;427;209;244;296;11;18;13;11;4;7
711648708;0;44;"M";3;"Graduate";"Married";"$80K - $120K";"Blue";36;3;3;2;25666;756;337;1057;1025;442;527;700;18;9;18;14;12;13
713149683;0;44;"F";3;"College";"Single";"Less than $40K";"Blue";24;5;1;4;9297;1668;314;272;245;148;166;119;7;8;4;5;3;4
771903033;0;36;"F";1;"Graduate";"Married";"Less than $40K";"Blue";25;5;1;2;2999;1247;348;179;501;259;160;570;15;3;7;5;3;7
737925558;0;64;"M";0;"Doctorate";"Married";"$40K - $60K";"Blue";56;3;2;2;4234;1893;308;236;364;137;165;229;11;9;11;7;2;2
803347908;0;34;"F";1;"Graduate";"Single";"Less than $40K";"Gold";28;4;3;2;15987;0;327;285;321;380;530;484;12;10;14;9;7;13
817285758;0;49;"M";4;"Graduate";"Single";"$80K - $120K";"Blue";33;5;5;3;16435;0;338;313;376;267;243;184;12;10;15;11;4;4
711480108;0;37;"M";4;"High School";"Married";"$60K - $80K";"Blue";24;3;1;4;5335;2145;351;290;364;341;173;369;11;9;10;4;4;5
709662708;0;65;"M";1;"High School";"Married";"$40K - $60K";"Blue";53;3;3;3;3506;1604;344;443;454;277;230;205;13;11;13;11;7;6
709224858;0;53;"M";2;"Post-Graduate";"Married";"$80K - $120K";"Blue";36;5;1;2;3610;1629;360;325;222;317;342;86;6;13;8;9;3;1
821771508;0;32;"M";0;"High School";"Married";"$40K - $60K";"Blue";28;5;1;2;3172;2055;357;365;444;263;233;277;9;4;9;8;4;2
712216533;0;44;"M";5;"Unknown";"Single";"$80K - $120K";"Blue";34;6;2;3;8206;763;344;242;331;251;253;294;14;6;5;9;6;3
710522433;0;65;"M";0;"Graduate";"Married";"Less than $40K";"Blue";46;3;2;2;2416;1499;293;432;520;346;573;208;9;9;17;7;7;4
779046408;0;60;"M";0;"Graduate";"Married";"$40K - $60K";"Blue";41;3;2;4;2458;1880;307;131;266;218;190;126;10;0;9;5;3;3
708595158;0;27;"F";0;"Graduate";"Single";"Less than $40K";"Blue";36;6;1;2;1677;1598;323;417;458;246;629;316;10;12;6;7;2;6
757266933;0;52;"M";2;"Post-Graduate";"Married";"$60K - $80K";"Blue";45;4;1;4;11819;929;307;461;603;334;575;151;12;12;7;7;6;2
816776283;0;42;"M";4;"High School";"Unknown";"$80K - $120K";"Gold";37;5;1;2;30728.35;1797;323;309;31;252;258;361;8;8;0;7;4;3
719904333;0;29;"M";0;"Graduate";"Married";"$40K - $60K";"Blue";36;3;3;4;1459;590;356;297;377;235;302;662;14;3;8;11;2;14
718264233;0;29;"M";0;"High School";"Married";"$40K - $60K";"Blue";13;4;1;4;1458;671;345;420;183;206;380;915;11;9;9;11;7;9
784798683;0;38;"M";2;"High School";"Married";"$40K - $60K";"Blue";32;3;2;2;1412.15;0;356;228;499;327;292;297;9;4;12;8;4;2
710899833;1;36;"M";2;"Graduate";"Married";"$40K - $60K";"Blue";18;3;1;3;7758;1408;174;159;84;85;41;26;7;4;3;6;3;0
780025908;0;40;"F";2;"Post-Graduate";"Married";"Less than $40K";"Silver";30;4;2;2;10836;1932;343;219;265;187;176;103;10;2;5;9;3;2
713610033;0;47;"M";3;"Post-Graduate";"Single";"$60K - $80K";"Blue";36;5;3;3;5062;1996;345;314;167;147;159;182;11;9;8;7;2;3
709364433;0;36;"F";3;"High School";"Married";"Unknown";"Blue";30;6;2;2;3399;2173;311;303;261;399;144;153;8;5;4;9;4;4
713086908;0;26;"M";0;"High School";"Single";"$40K - $60K";"Blue";36;5;2;2;2212;1670;308;720;390;207;425;470;8;15;10;6;6;6
709793133;0;43;"F";2;"Unknown";"Single";"$40K - $60K";"Blue";36;6;1;4;3186;2470;314;326;329;186;149;227;13;9;8;4;2;1
710032608;0;52;"F";1;"Graduate";"Single";"Less than $40K";"Blue";32;3;1;3;5927;2320;359;263;387;286;83;180;13;6;9;12;2;4
779351208;0;49;"M";2;"Unknown";"Single";"$60K - $80K";"Blue";34;4;1;4;5176;0;319;352;364;353;298;216;11;9;9;10;10;7
719776608;0;50;"M";2;"Graduate";"Married";"$80K - $120K";"Blue";37;3;1;3;3126;0;360;223;178;158;242;227;10;9;9;7;1;5
709220583;0;34;"M";3;"Graduate";"Divorced";"$80K - $120K";"Blue";21;6;4;2;4670;0;351;459;388;336;347;375;11;6;18;9;2;10
719555733;0;53;"F";2;"Uneducated";"Married";"Unknown";"Blue";36;4;3;3;2162;1592;341;364;417;235;81;298;9;5;12;11;2;3
740852733;0;49;"M";3;"High School";"Married";"$80K - $120K";"Blue";42;4;1;2;10155;1805;327;414;266;290;122;266;9;11;7;11;5;6
709528308;0;53;"M";4;"High School";"Married";"$80K - $120K";"Blue";46;4;2;3;15242;1170;341;416;497;184;227;211;13;9;16;7;6;6
715127208;0;48;"M";3;"Doctorate";"Divorced";"$120K +";"Blue";36;4;3;2;30728.35;2626;357;355;289;207;305;186;10;7;9;8;7;7
817144458;0;32;"F";2;"Graduate";"Single";"Less than $40K";"Blue";17;5;1;2;1412.15;1228;322;596;292;380;420;570;14;16;4;11;7;15
710628783;0;38;"M";4;"High School";"Single";"$80K - $120K";"Gold";36;6;1;3;30728.35;1140;312;278;206;166;351;132;9;6;8;16;4;2
772145658;0;43;"M";4;"Uneducated";"Single";"$80K - $120K";"Blue";32;4;1;3;16043;2036;317;171;332;195;159;220;11;1;4;4;1;7
739594758;1;51;"F";2;"Graduate";"Single";"Less than $40K";"Blue";44;6;3;2;3181;3071.48;175;167;171;119;48;138;3;5;3;1;2;2
789198708;0;58;"M";3;"Graduate";"Married";"$120K +";"Blue";47;3;1;2;27088;0;339;177;202;167;129;121;9;1;3;4;3;4
720953658;0;59;"F";0;"Graduate";"Married";"Less than $40K";"Blue";36;5;3;4;5688;914;307;356;206;300;407;248;10;6;10;12;7;8
771330558;0;51;"M";4;"High School";"Married";"$60K - $80K";"Blue";38;5;2;3;10462;1824;364;248;118;257;72;208;9;10;1;6;1;4
714078558;1;62;"F";1;"High School";"Married";"$40K - $60K";"Blue";53;2;1;1;5249;0;176;242;330;239;111;217;4;9;5;5;3;5
712207683;0;38;"M";0;"Unknown";"Divorced";"Less than $40K";"Blue";36;3;3;2;5155;684;343;289;347;238;153;185;7;7;11;6;3;3
788826408;0;33;"M";1;"Uneducated";"Married";"$120K +";"Blue";16;6;1;3;10705;1352;349;365;407;222;370;721;13;13;6;12;5;9
790128033;0;54;"M";3;"High School";"Single";"$80K - $120K";"Blue";47;3;1;2;16494;1348;341;198;201;220;221;121;8;9;9;8;1;1
718082208;0;37;"F";1;"Graduate";"Married";"$40K - $60K";"Blue";30;5;3;4;6469;2351;300;265;286;234;283;349;14;13;3;9;2;9
712037358;0;30;"M";0;"Unknown";"Married";"$60K - $80K";"Blue";23;3;3;2;5146;1773;365;243;195;258;119;329;12;4;11;4;7;7
711711483;0;61;"M";0;"High School";"Married";"$80K - $120K";"Blue";50;4;1;3;2800;2448;349;411;165;176;250;82;8;9;10;7;4;2
718861458;0;49;"M";5;"Unknown";"Single";"$60K - $80K";"Blue";36;6;1;2;5159;1532;347;268;407;286;240;278;5;6;12;9;2;3
709426608;0;56;"M";1;"Doctorate";"Married";"$60K - $80K";"Blue";46;5;2;4;5248;1816;355;293;711;416;351;179;15;2;9;9;8;2
811457058;0;51;"F";3;"Post-Graduate";"Married";"Less than $40K";"Blue";46;5;3;2;5881;2005;347;369;448;310;221;236;13;5;13;9;4;12
773073558;0;44;"F";3;"Graduate";"Divorced";"Less than $40K";"Blue";36;6;3;3;1467;896;366;208;449;243;209;256;13;13;10;9;2;7
715937133;0;64;"F";1;"Uneducated";"Married";"$40K - $60K";"Blue";52;6;2;2;4999;2299;323;285;325;255;169;244;17;9;6;6;6;4
713480583;0;46;"F";3;"High School";"Married";"Unknown";"Blue";36;5;2;2;4668;0;323;290;240;298;139;322;9;6;4;8;10;10
716383683;0;39;"F";2;"Post-Graduate";"Unknown";"Less than $40K";"Blue";36;4;3;4;1412.15;0;299;179;309;168;146;237;9;2;4;8;3;2
713693958;0;38;"F";1;"Uneducated";"Single";"Less than $40K";"Blue";27;6;3;4;8638;0;361;219;290;138;135;152;8;8;5;2;2;4
715443708;0;53;"M";1;"Uneducated";"Married";"$120K +";"Blue";45;5;1;3;9343;1286;305;247;257;159;285;132;6;7;5;8;2;3
770769483;0;35;"M";2;"Post-Graduate";"Married";"$40K - $60K";"Blue";21;3;1;3;2256;775;349;293;289;409;273;136;13;7;3;5;3;2
789326808;0;26;"M";0;"College";"Single";"$60K - $80K";"Blue";15;5;1;2;8267;1720;338;523;313;326;220;197;6;10;9;6;2;4
712105533;0;32;"M";2;"High School";"Single";"$40K - $60K";"Blue";20;6;3;4;2235;1638;305;618;596;351;638;397;14;13;4;9;6;10
720674133;0;36;"M";1;"Uneducated";"Married";"$40K - $60K";"Blue";16;5;3;2;3735;2027;327;273;334;251;244;243;10;4;15;8;6;5
779216358;1;48;"M";2;"College";"Married";"$80K - $120K";"Blue";38;2;2;3;2111;0;177;102;226;100;87;81;3;1;11;1;0;1
717322833;0;55;"M";2;"Unknown";"Single";"$80K - $120K";"Blue";36;5;2;2;10604;1988;330;440;190;195;229;194;7;5;7;4;3;4
710279508;0;52;"M";2;"Graduate";"Married";"$80K - $120K";"Blue";42;5;3;2;21782;1006;344;150;435;221;146;241;7;3;12;7;4;2
712168833;0;52;"F";1;"High School";"Married";"Less than $40K";"Blue";36;6;3;3;2133;1469;368;228;183;193;157;297;10;9;3;7;5;3
780581508;0;58;"F";1;"Doctorate";"Single";"$40K - $60K";"Silver";47;5;2;4;16677;1590;330;225;193;236;110;316;10;8;5;9;2;3
711957708;0;38;"F";2;"Graduate";"Married";"Less than $40K";"Blue";36;6;3;4;2717;1591;347;352;96;243;236;790;9;5;2;6;4;7
778782858;0;60;"M";1;"Graduate";"Single";"Less than $40K";"Blue";48;5;3;3;3980;930;322;1012;1253;481;678;703;16;15;20;14;9;8
712924383;1;55;"M";3;"Unknown";"Single";"$60K - $80K";"Blue";36;3;2;2;8411;979;177;108;203;182;215;105;4;1;11;1;4;1
